State	District	Year	GWL_mbgl
Telangana	ADILABAD	2022	1.33
Telangana	ADILABAD	2022	2.02
Telangana	ADILABAD	2023	14.14
Telangana	ADILABAD	2023	2.84
Telangana	ADILABAD	2023	5.14
Telangana	MAHBUBNAGAR	2021	22.12
Telangana	MAHBUBNAGAR	2021	23.22
Telangana	MAHBUBNAGAR	2021	22.57
Telangana	MAHBUBNAGAR	2022	22.61
Telangana	MAHBUBNAGAR	2022	23.81
Telangana	MAHBUBNAGAR	2022	22.5
Telangana	MAHBUBNAGAR	2022	18.2
Telangana	MAHBUBNAGAR	2023	18.62
Telangana	NAGARKURNOOL	2023	18.62
Telangana	NAGARKURNOOL	2023	19.65
Telangana	NAGARKURNOOL	2023	19.81
Telangana	MEDAK	2021	5.56
Telangana	MEDAK	2021	2.04
Telangana	MEDAK	2021	2.76
Telangana	MEDAK	2022	5.7
Telangana	MEDAK	2022	10.76
Telangana	MEDAK	2022	2.99
Telangana	MEDAK	2022	0.98
Telangana	MEDAK	2023	4.81
Telangana	MEDAK	2023	8.52
Telangana	MEDAK	2023	3.13
Telangana	SANGA REDDY	2023	4.81
Telangana	VIKARABAD	2023	12.15
Telangana	RANGA REDDY	2023	12.15
Telangana	RANGA REDDY	2021	14.06
Telangana	RANGA REDDY	2021	12.63
Telangana	RANGA REDDY	2021	9.61
Telangana	RANGA REDDY	2022	12.67
Telangana	RANGA REDDY	2022	27.17
Telangana	RANGA REDDY	2022	8.15
Telangana	RANGA REDDY	2022	8.69
Telangana	RANGA REDDY	2023	10.76
Telangana	JAGITYAL	2023	7.18
Telangana	JAGITYAL	2023	10.82
Telangana	KARIMNAGAR	2021	7.01
Telangana	KARIMNAGAR	2021	5.13
Telangana	KARIMNAGAR	2021	3.62
Telangana	KARIMNAGAR	2022	5.31
Telangana	KARIMNAGAR	2022	5.51
Telangana	KARIMNAGAR	2022	2.92
Telangana	KARIMNAGAR	2022	2.2
Telangana	KARIMNAGAR	2023	7.18
Telangana	KARIMNAGAR	2023	10.82
Telangana	KARIMNAGAR	2023	4.96
Telangana	MEDAK	2023	9.94
Telangana	MEDAK	2023	13.44
Telangana	MEDAK	2023	10.08
Telangana	MEDAK	2023	6.39
Telangana	RANGA REDDY	2022	0.35
Telangana	RANGA REDDY	2022	3.34
Telangana	RANGA REDDY	2022	0.3
Telangana	RANGA REDDY	2022	0.2
Telangana	RANGA REDDY	2023	1.23
Telangana	RANGA REDDY	2023	2.26
Telangana	RANGA REDDY	2023	0.93
Telangana	PEDDAPALLY	2023	11.23
Telangana	PEDDAPALLY	2023	11.08
Telangana	KARIMNAGAR	2021	15.13
Telangana	KARIMNAGAR	2021	14.53
Telangana	KARIMNAGAR	2022	11.78
Telangana	KARIMNAGAR	2022	14.53
Telangana	KARIMNAGAR	2022	10.83
Telangana	KARIMNAGAR	2022	10.49
Telangana	KARIMNAGAR	2023	11.23
Telangana	KARIMNAGAR	2023	15.8
Telangana	KARIMNAGAR	2023	12.67
Telangana	KARIMNAGAR	2021	9.16
Telangana	KARIMNAGAR	2021	13.8
Telangana	KARIMNAGAR	2021	13.24
Telangana	KARIMNAGAR	2022	10.84
Telangana	KARIMNAGAR	2022	8.93
Telangana	KARIMNAGAR	2023	11.08
Telangana	KARIMNAGAR	2023	15.58
Telangana	KARIMNAGAR	2023	9.82
Telangana	KARIMNAGAR	2021	11.4
Telangana	KARIMNAGAR	2021	15.83
Telangana	KARIMNAGAR	2021	14.5
Telangana	KARIMNAGAR	2022	11.78
Telangana	KARIMNAGAR	2022	16.33
Telangana	KARIMNAGAR	2022	10.83
Telangana	KARIMNAGAR	2022	10.84
Telangana	KARIMNAGAR	2023	11.97
Telangana	KARIMNAGAR	2023	15.63
Telangana	KARIMNAGAR	2023	7.85
Telangana	PEDDAPALLY	2023	11.97
Telangana	KHAMMAM	2021	4.99
Telangana	KHAMMAM	2021	1.9
Telangana	KHAMMAM	2021	2.7
Telangana	KHAMMAM	2022	4.36
Telangana	KHAMMAM	2022	8.28
Telangana	KHAMMAM	2022	1.49
Telangana	KHAMMAM	2022	3.34
Telangana	KHAMMAM	2023	6.37
Telangana	KHAMMAM	2023	7.97
Telangana	KHAMMAM	2023	2.75
Telangana	SANGA REDDY	2023	6.17
Telangana	MAHBUBNAGAR	2022	19.48
Telangana	MAHBUBNAGAR	2022	16.34
Telangana	MAHBUBNAGAR	2022	10.57
Telangana	MAHBUBNAGAR	2023	16.13
Telangana	MAHBUBNAGAR	2021	6.33
Telangana	MAHBUBNAGAR	2022	6.1
Telangana	MAHBUBNAGAR	2022	5.05
Telangana	MAHBUBNAGAR	2022	2.75
Telangana	MAHBUBNAGAR	2023	7.44
Telangana	KHAMMAM	2022	1.62
Telangana	KHAMMAM	2022	1.45
Telangana	KHAMMAM	2023	2.96
Telangana	KHAMMAM	2023	1.53
Telangana	KHAMMAM	2022	1.78
Telangana	KHAMMAM	2022	1.91
Telangana	KHAMMAM	2023	3.53
Telangana	KHAMMAM	2023	1.65
Telangana	RANGA REDDY	2023	2.3
Telangana	RANGA REDDY	2023	4.01
Telangana	RANGA REDDY	2021	6.77
Telangana	RANGA REDDY	2021	15.7
Telangana	RANGA REDDY	2021	17.78
Telangana	RANGA REDDY	2022	6.86
Telangana	RANGA REDDY	2022	9.86
Telangana	RANGA REDDY	2022	10.17
Telangana	RANGA REDDY	2022	7.12
Telangana	RANGA REDDY	2023	7.37
Telangana	RANGA REDDY	2021	2.04
Telangana	RANGA REDDY	2021	1.37
Telangana	RANGA REDDY	2021	2.21
Telangana	RANGA REDDY	2022	2.24
Telangana	RANGA REDDY	2022	3.88
Telangana	RANGA REDDY	2022	0.54
Telangana	RANGA REDDY	2022	1.42
Telangana	RANGA REDDY	2023	1.73
Telangana	RAJANNA SIRCILLA	2023	4.39
Telangana	KARIMNAGAR	2021	4.08
Telangana	KARIMNAGAR	2021	3.91
Telangana	KARIMNAGAR	2021	3.44
Telangana	KARIMNAGAR	2022	3.66
Telangana	KARIMNAGAR	2022	5.64
Telangana	KARIMNAGAR	2022	2.43
Telangana	KARIMNAGAR	2022	2.9
Telangana	KARIMNAGAR	2023	4.39
Telangana	KARIMNAGAR	2023	5.38
Telangana	KARIMNAGAR	2023	3.62
Telangana	RANGA REDDY	2021	8.36
Telangana	RANGA REDDY	2021	7.95
Telangana	RANGA REDDY	2022	8.2
Telangana	RANGA REDDY	2022	5.01
Telangana	RANGA REDDY	2022	5.4
Telangana	RANGA REDDY	2022	4.85
Telangana	RANGA REDDY	2023	4.85
Telangana	RANGA REDDY	2023	5.02
Telangana	RANGA REDDY	2023	4.99
Telangana	RANGA REDDY	2021	6.41
Telangana	RANGA REDDY	2021	8.26
Telangana	RANGA REDDY	2021	3.71
Telangana	RANGA REDDY	2022	8.23
Telangana	RANGA REDDY	2022	9.33
Telangana	RANGA REDDY	2022	4.65
Telangana	RANGA REDDY	2022	4.32
Telangana	RANGA REDDY	2023	8.4
Telangana	NALGONDA	2021	9.15
Telangana	NALGONDA	2021	13.86
Telangana	NALGONDA	2021	7
Telangana	NALGONDA	2022	13.73
Telangana	NALGONDA	2022	14.99
Telangana	NALGONDA	2022	3.33
Telangana	NALGONDA	2022	8.6
Telangana	NALGONDA	2023	15.01
Telangana	NALGONDA	2023	2.21
Telangana	NALGONDA	2022	1.73
Telangana	NALGONDA	2022	-0.5
Telangana	NALGONDA	2022	5.44
Telangana	NALGONDA	2022	3.92
Telangana	NALGONDA	2022	1.18
Telangana	NALGONDA	2023	3.43
Telangana	MAHBUBNAGAR	2021	100.1
Telangana	MAHBUBNAGAR	2021	5.37
Telangana	MAHBUBNAGAR	2022	7.63
Telangana	MAHBUBNAGAR	2022	9.6
Telangana	MAHBUBNAGAR	2022	4.69
Telangana	MAHBUBNAGAR	2022	5.88
Telangana	MAHBUBNAGAR	2023	11.07
Telangana	ADILABAD	2021	6.85
Telangana	ADILABAD	2021	2.42
Telangana	ADILABAD	2021	4.98
Telangana	ADILABAD	2022	6.22
Telangana	ADILABAD	2022	9.39
Telangana	ADILABAD	2022	2.94
Telangana	ADILABAD	2022	4.54
Telangana	ADILABAD	2023	6.24
Telangana	ADILABAD	2023	8.58
Telangana	ADILABAD	2023	3.74
Telangana	MEDAK	2021	12.5
Telangana	MEDAK	2021	10.7
Telangana	MEDAK	2021	9.55
Telangana	MEDAK	2022	11.63
Telangana	MEDAK	2022	16.16
Telangana	MEDAK	2022	11
Telangana	MEDAK	2022	9.62
Telangana	MEDAK	2023	12.07
Telangana	ADILABAD	2021	8.33
Telangana	ADILABAD	2021	1
Telangana	RANGA REDDY	2021	6.55
Telangana	RANGA REDDY	2021	5.6
Telangana	RANGA REDDY	2021	1.87
Telangana	RANGA REDDY	2022	4.53
Telangana	RANGA REDDY	2022	4.9
Telangana	RANGA REDDY	2022	2.05
Telangana	RANGA REDDY	2022	2.05
Telangana	RANGA REDDY	2023	4.96
Telangana	RANGA REDDY	2023	2.22
Telangana	MEDCHAL	2023	3.15
Telangana	MEDCHAL	2023	4.46
Telangana	MEDAK	2021	2.37
Telangana	MEDAK	2021	0.47
Telangana	MEDAK	2021	1.77
Telangana	MEDAK	2022	2.53
Telangana	MEDAK	2022	3.13
Telangana	MEDAK	2022	1.08
Telangana	MEDAK	2022	1.18
Telangana	MEDAK	2023	2.68
Telangana	MEDAK	2023	7.02
Telangana	MEDAK	2023	1.43
Telangana	SANGA REDDY	2023	2.68
Telangana	WARANGAL RURAL	2021	4.54
Telangana	WARANGAL RURAL	2021	3.48
Telangana	WARANGAL RURAL	2021	3.66
Telangana	WARANGAL RURAL	2022	5.96
Telangana	WARANGAL RURAL	2022	8.98
Telangana	WARANGAL RURAL	2022	2.42
Telangana	WARANGAL RURAL	2022	2.7
Telangana	MAHBUBNAGAR	2021	4.52
Telangana	MAHBUBNAGAR	2022	3.53
Telangana	MAHBUBNAGAR	2022	3.19
Telangana	MAHBUBNAGAR	2022	2.56
Telangana	MAHBUBNAGAR	2022	2.55
Telangana	MAHBUBNAGAR	2023	5.05
Telangana	SIDDIPET	2023	5.34
Telangana	JAGITYAL	2023	10.04
Telangana	JAGITYAL	2023	8.07
Telangana	SIDDIPET	2023	6.27
Telangana	MEDAK	2023	6.27
Telangana	MEDAK	2023	8.41
Telangana	MEDAK	2023	5.11
Telangana	NIZAMABAD	2023	4.47
Telangana	KARIMNAGAR	2021	12.12
Telangana	KARIMNAGAR	2021	2.08
Telangana	KARIMNAGAR	2021	5.63
Telangana	KARIMNAGAR	2022	7.84
Telangana	KARIMNAGAR	2022	6.77
Telangana	KARIMNAGAR	2022	1.53
Telangana	KARIMNAGAR	2022	2.2
Telangana	KARIMNAGAR	2023	10.04
Telangana	KARIMNAGAR	2023	8.07
Telangana	KARIMNAGAR	2023	7.18
Telangana	KARIMNAGAR	2021	2.54
Telangana	KARIMNAGAR	2021	1.33
Telangana	KARIMNAGAR	2021	1.84
Telangana	KARIMNAGAR	2022	2.33
Telangana	KARIMNAGAR	2022	4.82
Telangana	KARIMNAGAR	2022	1.63
Telangana	KARIMNAGAR	2023	3.83
Telangana	KARIMNAGAR	2023	6.3
Telangana	KARIMNAGAR	2023	1.74
Telangana	KARIMNAGAR	2023	6.25
Telangana	NIZAMABAD	2021	2.1
Telangana	NIZAMABAD	2021	1.02
Telangana	NIZAMABAD	2021	1.74
Telangana	NIZAMABAD	2022	2.6
Telangana	NIZAMABAD	2022	4.65
Telangana	NIZAMABAD	2022	1.31
Telangana	NIZAMABAD	2022	1.25
Telangana	NIZAMABAD	2023	2.65
Telangana	NIZAMABAD	2023	2.01
Telangana	KARIMNAGAR	2021	6.02
Telangana	KARIMNAGAR	2021	3.58
Telangana	KARIMNAGAR	2021	4.37
Telangana	KARIMNAGAR	2022	5.6
Telangana	KARIMNAGAR	2022	5.93
Telangana	KARIMNAGAR	2022	3.87
Telangana	KARIMNAGAR	2022	4.55
Telangana	KARIMNAGAR	2023	6.11
Telangana	KARIMNAGAR	2023	7.14
Telangana	KARIMNAGAR	2023	7.05
Telangana	KARIMNAGAR	2023	4.4
Telangana	MAHBUBNAGAR	2022	69.35
Telangana	MEDAK	2021	5.9
Telangana	MEDAK	2021	2.86
Telangana	MEDAK	2021	4.99
Telangana	MEDAK	2022	5.93
Telangana	MEDAK	2022	8.43
Telangana	MEDAK	2022	3.01
Telangana	MEDAK	2022	3.56
Telangana	MEDAK	2023	6.71
Telangana	MEDAK	2023	17.89
Telangana	NALGONDA	2023	5.72
Telangana	NALGONDA	2021	3.4
Telangana	NALGONDA	2021	3.34
Telangana	NALGONDA	2021	3.25
Telangana	NALGONDA	2022	3.81
Telangana	NALGONDA	2022	4.55
Telangana	NALGONDA	2022	4.24
Telangana	NALGONDA	2022	3.73
Telangana	NALGONDA	2023	3.67
Telangana	NALGONDA	2023	5.56
Telangana	MAHBUBNAGAR	2023	1.98
Telangana	MAHBUBNAGAR	2023	3.01
Telangana	MAHBUBNAGAR	2021	0.97
Telangana	MAHBUBNAGAR	2021	0.85
Telangana	MAHBUBNAGAR	2021	2.22
Telangana	MAHBUBNAGAR	2022	1.12
Telangana	MAHBUBNAGAR	2022	2.39
Telangana	MAHBUBNAGAR	2022	0.57
Telangana	MAHBUBNAGAR	2022	0.74
Telangana	MAHBUBNAGAR	2023	0.89
Telangana	ADILABAD	2022	9.2
Telangana	ADILABAD	2022	9
Telangana	ADILABAD	2023	13.14
Telangana	ADILABAD	2023	11.54
Telangana	ADILABAD	2022	9.33
Telangana	ADILABAD	2022	8.2
Telangana	ADILABAD	2023	11.95
Telangana	ADILABAD	2023	10.98
Telangana	RANGA REDDY	2021	4.8
Telangana	RANGA REDDY	2021	5.5
Telangana	RANGA REDDY	2021	5.29
Telangana	RANGA REDDY	2022	6.8
Telangana	RANGA REDDY	2022	7.22
Telangana	RANGA REDDY	2022	5.92
Telangana	RANGA REDDY	2022	5.73
Telangana	RANGA REDDY	2023	6.93
Telangana	RANGA REDDY	2023	6.84
Telangana	RANGA REDDY	2023	6.01
Telangana	RANGA REDDY	2023	6.93
Telangana	KHAMMAM	2022	40.5
Telangana	KHAMMAM	2022	40.52
Telangana	KHAMMAM	2023	46.65
Telangana	KHAMMAM	2023	39.14
Telangana	KHAMMAM	2022	36.26
Telangana	KHAMMAM	2022	35.21
Telangana	KHAMMAM	2023	41.48
Telangana	KHAMMAM	2023	43.21
Telangana	KARIMNAGAR	2021	5.03
Telangana	KARIMNAGAR	2021	1.53
Telangana	KARIMNAGAR	2021	3.01
Telangana	KARIMNAGAR	2022	4.28
Telangana	KARIMNAGAR	2022	5.2
Telangana	KARIMNAGAR	2022	2.16
Telangana	KARIMNAGAR	2022	2.37
Telangana	KARIMNAGAR	2023	5.71
Telangana	KARIMNAGAR	2023	2.4
Telangana	MAHBUBNAGAR	2023	14.6
Telangana	MAHBUBNAGAR	2021	8.95
Telangana	MAHBUBNAGAR	2021	7.41
Telangana	MAHBUBNAGAR	2021	5.38
Telangana	MAHBUBNAGAR	2022	6.87
Telangana	MAHBUBNAGAR	2022	10.33
Telangana	MAHBUBNAGAR	2022	5.23
Telangana	MAHBUBNAGAR	2023	7.34
Telangana	RANGA REDDY	2022	-0.6
Telangana	RANGA REDDY	2022	-0.6
Telangana	KARIMNAGAR	2021	2.69
Telangana	KARIMNAGAR	2021	1.42
Telangana	KARIMNAGAR	2021	1.85
Telangana	KARIMNAGAR	2022	2.25
Telangana	KARIMNAGAR	2022	1.99
Telangana	KARIMNAGAR	2022	1.44
Telangana	KARIMNAGAR	2022	2.11
Telangana	KARIMNAGAR	2023	2.91
Telangana	KARIMNAGAR	2023	3.48
Telangana	KARIMNAGAR	2023	1.85
Telangana	RANGA REDDY	2022	8.72
Telangana	RANGA REDDY	2022	15.56
Telangana	RANGA REDDY	2022	7.83
Telangana	RANGA REDDY	2022	6.84
Telangana	RANGA REDDY	2023	14.86
Telangana	RANGA REDDY	2021	7.68
Telangana	RANGA REDDY	2022	9.62
Telangana	ADILABAD	2023	34.82
Telangana	ADILABAD	2023	1.98
Telangana	ADILABAD	2022	33.25
Telangana	ADILABAD	2022	36.35
Telangana	ADILABAD	2022	36.2
Telangana	ADILABAD	2022	34.94
Telangana	ADILABAD	2023	36.17
Telangana	ADILABAD	2023	35.87
Telangana	NIZAMABAD	2021	12.5
Telangana	NIZAMABAD	2021	9.62
Telangana	NIZAMABAD	2021	6.59
Telangana	NIZAMABAD	2022	8.38
Telangana	NIZAMABAD	2022	12.8
Telangana	NIZAMABAD	2022	7.5
Telangana	NIZAMABAD	2022	6.6
Telangana	NIZAMABAD	2023	9.81
Telangana	NIZAMABAD	2023	10.21
Telangana	NIZAMABAD	2023	5.89
Telangana	NIZAMABAD	2021	18.41
Telangana	NIZAMABAD	2021	14.77
Telangana	NIZAMABAD	2021	8.58
Telangana	NIZAMABAD	2022	11.2
Telangana	NIZAMABAD	2022	20.24
Telangana	NIZAMABAD	2022	9.97
Telangana	NIZAMABAD	2022	10.55
Telangana	NIZAMABAD	2023	16.54
Telangana	NIZAMABAD	2023	15.61
Telangana	NALGONDA	2021	0.66
Telangana	NALGONDA	2021	0.27
Telangana	NALGONDA	2021	0.23
Telangana	NALGONDA	2022	0.39
Telangana	NALGONDA	2022	2.2
Telangana	NALGONDA	2022	0.58
Telangana	NALGONDA	2022	0.52
Telangana	NALGONDA	2023	3.63
Telangana	NALGONDA	2023	2.85
Telangana	NALGONDA	2023	1.33
Telangana	SURYAPET	2023	3.63
Telangana	NIZAMABAD	2023	20.18
Telangana	KHAMMAM	2021	1.85
Telangana	KHAMMAM	2021	1.45
Telangana	KHAMMAM	2021	1.35
Telangana	KHAMMAM	2022	1.61
Telangana	KHAMMAM	2022	3.73
Telangana	KHAMMAM	2022	0.75
Telangana	KHAMMAM	2023	3.9
Telangana	KHAMMAM	2023	2.53
Telangana	WARANGAL RURAL	2022	5.53
Telangana	WARANGAL RURAL	2022	7.42
Telangana	WARANGAL RURAL	2023	11.04
Telangana	WARANGAL RURAL	2023	7.43
Telangana	WARANGAL RURAL	2022	6.37
Telangana	WARANGAL RURAL	2022	4.4
Telangana	WARANGAL RURAL	2023	10.69
Telangana	WARANGAL RURAL	2023	5.18
Telangana	WARANGAL RURAL	2022	3.26
Telangana	WARANGAL RURAL	2022	4.62
Telangana	WARANGAL RURAL	2023	10.53
Telangana	WARANGAL RURAL	2023	5.37
Telangana	RANGA REDDY	2021	4.15
Telangana	RANGA REDDY	2021	3.51
Telangana	RANGA REDDY	2021	3.91
Telangana	RANGA REDDY	2022	4.62
Telangana	RANGA REDDY	2022	7.7
Telangana	RANGA REDDY	2022	3.89
Telangana	RANGA REDDY	2022	3.32
Telangana	RANGA REDDY	2023	5.72
Telangana	RANGA REDDY	2023	8.51
Telangana	MEDCHAL	2023	5.72
Telangana	MEDCHAL	2023	7.11
Telangana	YADADRI	2023	10.38
Telangana	NALGONDA	2021	8.52
Telangana	NALGONDA	2021	4.7
Telangana	NALGONDA	2021	6.6
Telangana	NALGONDA	2022	6
Telangana	NALGONDA	2022	10.91
Telangana	NALGONDA	2022	4.96
Telangana	NALGONDA	2022	5.8
Telangana	NALGONDA	2023	14.39
Telangana	NALGONDA	2023	7.51
Telangana	RANGA REDDY	2021	6.33
Telangana	RANGA REDDY	2022	13.87
Telangana	RANGA REDDY	2022	25.55
Telangana	RANGA REDDY	2022	9.02
Telangana	RANGA REDDY	2023	12.39
Telangana	RANGA REDDY	2023	5.18
Telangana	RANGA REDDY	2023	9.89
Telangana	ADILABAD	2022	1.24
Telangana	ADILABAD	2022	1.4
Telangana	ADILABAD	2023	6.29
Telangana	ADILABAD	2023	2.12
Telangana	ADILABAD	2022	1.27
Telangana	ADILABAD	2022	1.7
Telangana	ADILABAD	2023	15.17
Telangana	ADILABAD	2023	2.54
Telangana	ADILABAD	2021	6.71
Telangana	ADILABAD	2021	4.2
Telangana	ADILABAD	2021	2.5
Telangana	ADILABAD	2022	2.95
Telangana	ADILABAD	2022	5.35
Telangana	ADILABAD	2022	1.47
Telangana	ADILABAD	2022	1.62
Telangana	ADILABAD	2023	2.68
Telangana	ADILABAD	2023	5.33
Telangana	ADILABAD	2023	2.48
Telangana	NIRMAL	2023	2.3
Telangana	SANGA REDDY	2023	10.43
Telangana	MEDAK	2021	11.42
Telangana	MEDAK	2021	11.7
Telangana	MEDAK	2021	8.58
Telangana	MEDAK	2022	10.91
Telangana	MEDAK	2022	14.7
Telangana	MEDAK	2022	7.6
Telangana	MEDAK	2022	6.78
Telangana	MEDAK	2023	10.43
Telangana	MEDAK	2023	12.74
Telangana	MEDAK	2023	7.46
Telangana	ADILABAD	2022	42
Telangana	ADILABAD	2022	27.53
Telangana	ADILABAD	2022	24.25
Telangana	ADILABAD	2023	48.78
Telangana	ADILABAD	2023	31.67
Telangana	PEDDAPALLY	2023	6.76
Telangana	KARIMNAGAR	2021	5.76
Telangana	KARIMNAGAR	2021	4.38
Telangana	KARIMNAGAR	2021	4.33
Telangana	KARIMNAGAR	2022	7.53
Telangana	KARIMNAGAR	2022	7.57
Telangana	KARIMNAGAR	2022	3.1
Telangana	KARIMNAGAR	2022	3.37
Telangana	KARIMNAGAR	2023	6.76
Telangana	KARIMNAGAR	2023	8.99
Telangana	KARIMNAGAR	2023	1.2
Telangana	KHAMMAM	2023	2.93
Telangana	KHAMMAM	2023	2.56
Telangana	NALGONDA	2021	2.15
Telangana	NALGONDA	2021	3.24
Telangana	NALGONDA	2021	3.53
Telangana	NALGONDA	2022	3.36
Telangana	NALGONDA	2022	3.4
Telangana	NALGONDA	2022	1.24
Telangana	NALGONDA	2022	1.91
Telangana	NALGONDA	2023	3.44
Telangana	NALGONDA	2023	3.05
Telangana	NALGONDA	2023	2.62
Telangana	KHAMMAM	2021	2.5
Telangana	KHAMMAM	2021	2.15
Telangana	KHAMMAM	2021	2.36
Telangana	KHAMMAM	2022	2.63
Telangana	KHAMMAM	2022	2.87
Telangana	KHAMMAM	2022	1.76
Telangana	KHAMMAM	2022	1.93
Telangana	KHAMMAM	2023	3.4
Telangana	KARIMNAGAR	2021	2.65
Telangana	KARIMNAGAR	2021	3.52
Telangana	KARIMNAGAR	2021	2.74
Telangana	KARIMNAGAR	2022	3.6
Telangana	KARIMNAGAR	2022	5.2
Telangana	KARIMNAGAR	2022	1.68
Telangana	KARIMNAGAR	2023	5.8
Telangana	KARIMNAGAR	2023	3.98
Telangana	WARANGAL RURAL	2021	5.88
Telangana	WARANGAL RURAL	2021	3.07
Telangana	WARANGAL RURAL	2021	3.91
Telangana	WARANGAL RURAL	2022	6.81
Telangana	WARANGAL RURAL	2022	2.19
Telangana	WARANGAL RURAL	2022	1.57
Telangana	WARANGAL RURAL	2022	2.67
Telangana	WARANGAL RURAL	2023	4.57
Telangana	WARANGAL RURAL	2023	6.04
Telangana	WARANGAL RURAL	2023	0.6
Telangana	SIDDIPET	2023	15.1
Telangana	HANAMKONDA	2023	3.94
Telangana	MAHBUBNAGAR	2023	1.78
Telangana	MAHBUBNAGAR	2023	2.77
Telangana	MAHBUBNAGAR	2023	1.35
Telangana	MAHBUBNAGAR	2022	0.58
Telangana	MAHBUBNAGAR	2022	0.48
Telangana	NALGONDA	2021	2.67
Telangana	NALGONDA	2021	1.94
Telangana	NALGONDA	2021	2.12
Telangana	NALGONDA	2022	2.38
Telangana	NALGONDA	2022	2.62
Telangana	NALGONDA	2022	1.92
Telangana	NALGONDA	2022	2.77
Telangana	NALGONDA	2023	3.33
Telangana	NALGONDA	2023	2.95
Telangana	NALGONDA	2021	1.5
Telangana	NALGONDA	2021	3.7
Telangana	NALGONDA	2021	2.7
Telangana	NALGONDA	2022	1.61
Telangana	NALGONDA	2022	3.89
Telangana	NALGONDA	2022	2.84
Telangana	NALGONDA	2022	1.7
Telangana	NALGONDA	2023	5.3
Telangana	NALGONDA	2023	2.47
Telangana	NALGONDA	2023	4.93
Telangana	MEDAK	2021	4.66
Telangana	MEDAK	2021	3.4
Telangana	MEDAK	2021	4.77
Telangana	MEDAK	2022	4.65
Telangana	MEDAK	2022	7.06
Telangana	MEDAK	2022	3.4
Telangana	MEDAK	2022	3.68
Telangana	MEDAK	2023	4.53
Telangana	MEDAK	2023	4.89
Telangana	MEDAK	2023	3.75
Telangana	SANGA REDDY	2023	4.53
Telangana	YADADRI	2023	7.66
Telangana	NALGONDA	2021	9.37
Telangana	NALGONDA	2021	7.26
Telangana	NALGONDA	2021	7.32
Telangana	NALGONDA	2022	9.41
Telangana	NALGONDA	2022	9.49
Telangana	NALGONDA	2022	4.41
Telangana	NALGONDA	2022	4.65
Telangana	NALGONDA	2023	9.9
Telangana	NALGONDA	2023	9.48
Telangana	PEDDAPALLY	2023	5.91
Telangana	KARIMNAGAR	2021	5.32
Telangana	KARIMNAGAR	2021	5.36
Telangana	KARIMNAGAR	2021	3.82
Telangana	KARIMNAGAR	2022	4.99
Telangana	KARIMNAGAR	2022	5.55
Telangana	KARIMNAGAR	2022	2.21
Telangana	KARIMNAGAR	2022	3.17
Telangana	KARIMNAGAR	2023	5.91
Telangana	KARIMNAGAR	2023	8.38
Telangana	NALGONDA	2021	5.88
Telangana	NALGONDA	2021	4.77
Telangana	NALGONDA	2021	4.33
Telangana	NALGONDA	2022	4.75
Telangana	NALGONDA	2022	5.37
Telangana	NALGONDA	2022	4.25
Telangana	NALGONDA	2022	4.62
Telangana	NALGONDA	2023	3.65
Telangana	NALGONDA	2023	8.81
Telangana	NALGONDA	2023	5.59
Telangana	NIZAMABAD	2023	4.98
Telangana	NIZAMABAD	2023	8.95
Telangana	NIZAMABAD	2023	5.16
Telangana	RANGA REDDY	2022	6.4
Telangana	RANGA REDDY	2022	6
Telangana	RANGA REDDY	2023	8.57
Telangana	MEDAK	2022	0.77
Telangana	MEDAK	2022	2.65
Telangana	MEDAK	2022	0.42
Telangana	MEDAK	2023	1.34
Telangana	MEDAK	2023	2.54
Telangana	KARIMNAGAR	2022	1.41
Telangana	KARIMNAGAR	2023	2.53
Telangana	KARIMNAGAR	2022	0.8
Telangana	KARIMNAGAR	2022	0.49
Telangana	KARIMNAGAR	2022	0.84
Telangana	KARIMNAGAR	2023	2.41
Telangana	KARIMNAGAR	2023	3.29
Telangana	KARIMNAGAR	2021	3.3
Telangana	KARIMNAGAR	2021	1.9
Telangana	KARIMNAGAR	2021	2.73
Telangana	KARIMNAGAR	2022	3.17
Telangana	KARIMNAGAR	2022	4.14
Telangana	KARIMNAGAR	2022	2.39
Telangana	KARIMNAGAR	2022	2.8
Telangana	KARIMNAGAR	2023	5.2
Telangana	KARIMNAGAR	2023	2.8
Telangana	KARIMNAGAR	2023	2.15
Telangana	NIZAMABAD	2021	6.7
Telangana	NIZAMABAD	2021	10.9
Telangana	NIZAMABAD	2021	4.9
Telangana	NIZAMABAD	2022	6.03
Telangana	NIZAMABAD	2022	8.12
Telangana	NIZAMABAD	2022	5.99
Telangana	NIZAMABAD	2022	2.6
Telangana	NIZAMABAD	2023	6.85
Telangana	NIZAMABAD	2023	7.26
Telangana	NIZAMABAD	2023	5.7
Telangana	KHAMMAM	2022	1.27
Telangana	KHAMMAM	2022	3.09
Telangana	KHAMMAM	2022	0.55
Telangana	KHAMMAM	2022	0.89
Telangana	KHAMMAM	2023	2.56
Telangana	KHAMMAM	2023	1.1
Telangana	KHAMMAM	2022	0.16
Telangana	KHAMMAM	2022	0.83
Telangana	KHAMMAM	2023	2.45
Telangana	KHAMMAM	2023	1.01
Telangana	KHAMMAM	2022	0.82
Telangana	KHAMMAM	2022	0.07
Telangana	KHAMMAM	2023	4.92
Telangana	KHAMMAM	2023	0.99
Telangana	SIDDIPET	2023	9.55
Telangana	WARANGAL RURAL	2021	7.93
Telangana	WARANGAL RURAL	2022	7.35
Telangana	WARANGAL RURAL	2022	10.85
